Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
FRS,Fire and Rescue Services,Station 4,M,63144,467.14
FRS,Fire and Rescue Services,Station 8,M,63144,13077.57
FRS,Fire and Rescue Services,Station 23,M,61664,1543.19
FRS,Fire and Rescue Services,Station 40,M,63144,15301.6
FRS,Fire and Rescue Services,Station 29,M,69459,75540.37
FRS,Fire and Rescue Services,Station 23,M,60137,1299.32
FRS,Fire and Rescue Services,Station 32,M,69459,31982.07
FRS,Fire and Rescue Services,Station 19,M,63144,24431.6
FRS,Fire and Rescue Services,Station 19,M,63144,3523.19
FRS,Fire and Rescue Services,Station 31,M,63144,16325.3
FRS,Fire and Rescue Services,Station 2,M,63144,5040.06
FRS,Fire and Rescue Services,Station 35,M,63144,9484.57
FRS,Fire and Rescue Services,Station 12,M,63144,17608.76
FRS,Fire and Rescue Services,Station 24,M,63144,8084.35
FRS,Fire and Rescue Services,Station 35,M,63144,32013.19
FRS,Fire and Rescue Services,Station 34,M,60137,13055.52
FRS,Fire and Rescue Services,Station 24,M,63144,19495.82
FRS,Fire and Rescue Services,Station 32,M,63144,21104.68
FRS,Fire and Rescue Services,Station 2,M,60137,18804.73
FRS,Fire and Rescue Services,Station 1,M,60137,10727.24
FRS,Fire and Rescue Services,Station 8,M,60137,35.3
FRS,Fire and Rescue Services,Station 21,M,63144,3772.36
FRS,Fire and Rescue Services,Station 21,F,63144,4664.2
FRS,Fire and Rescue Services,Station 23,M,63144,14161.45
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,69459,60174.47
FRS,Fire and Rescue Services,Station 16,M,63144,6106.7
FRS,Fire and Rescue Services,Station 35,M,63144,95116.99
FRS,Fire and Rescue Services,Station 16,M,63144,37.06
FRS,Fire and Rescue Services,Station 18,M,63144,2395.68
FRS,Fire and Rescue Services,Station 1,M,63144,4620.83
FRS,Fire and Rescue Services,Station 34,M,60137,5285.25
FRS,Fire and Rescue Services,Station 31,M,63144,39365.29
FRS,Fire and Rescue Services,Fire Chief's Executive Office,M,139011.32,0
FRS,Fire and Rescue Services,Station 23,M,54238,4161.65
FRS,Fire and Rescue Services,Station 8,M,56138,10586.7
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Property and Supply,M,64510.28,0
FRS,Fire and Rescue Services,Station 12,M,79192,18061.24
FRS,Fire and Rescue Services,Station 9,M,60137,34.11
FRS,Fire and Rescue Services,Station 1,M,60137,1586.92
FRS,Fire and Rescue Services,Station 9,M,63144,24178.03
FRS,Fire and Rescue Services,Station 28,M,50910,0
FRS,Fire and Rescue Services,Station 26,M,59578,10422.15
FRS,Fire and Rescue Services,Station 6,M,63144,9849.97
FRS,Fire and Rescue Services,Station 31,M,63144,0
FRS,Fire and Rescue Services,Station 29,M,63144,46960.77
FRS,Fire and Rescue Services,Station 32,M,60137,8743.96
FRS,Fire and Rescue Services,Station 15,M,63144,17252.86
FRS,Fire and Rescue Services,Station 4,M,63144,112302.23
FRS,Fire and Rescue Services,Station 8,M,60137,12753.49
FRS,Fire and Rescue Services,Station 24,M,63144,26983.67
FRS,Fire and Rescue Services,Station 25,M,63144,22940.99
FRS,Fire and Rescue Services,Station 35,M,63144,2031.94
FRS,Fire and Rescue Services,Station 12,F,60137,34.11
FRS,Fire and Rescue Services,Station 8,M,60137,9684.77
FRS,Fire and Rescue Services,Station 19,M,63144,18285.33
FRS,Fire and Rescue Services,Station 21,M,63144,11756.18
FRS,Fire and Rescue Services,Station 24,M,60137,18425.04
FRS,Fire and Rescue Services,Station 28,M,60137,4027.81
FRS,Fire and Rescue Services,Station 17,M,60137,14985.78
FRS,Fire and Rescue Services,Station 22,M,63144,20195.14
FRS,Fire and Rescue Services,Station 16,M,59578,426.8
FRS,Fire and Rescue Services,Station 11,M,63144,1354.48
FRS,Fire and Rescue Services,Station 2,M,63144,10700.38
FRS,Fire and Rescue Services,Station 34,M,63144,22320.78
FRS,Fire and Rescue Services,Station 40,M,63144,20052.45
FRS,Fire and Rescue Services,Station 11,M,60137,39879.35
FRS,Fire and Rescue Services,Station 18,M,63144,6466.94
FRS,Fire and Rescue Services,Station 32,M,60137,347.84
FRS,Fire and Rescue Services,Station 18,M,63144,1450.11
FRS,Fire and Rescue Services,Station 12,M,63144,8238.77
FRS,Fire and Rescue Services,Station 26,M,63144,14110.44
FRS,Fire and Rescue Services,Station 33,M,60137,0
FRS,Fire and Rescue Services,Station 22,M,60137,8796.42
FRS,Fire and Rescue Services,Station 12,M,63144,12783.12
FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,105990.44,0
FRS,Fire and Rescue Services,Station 1,M,60137,19939.89
FRS,Fire and Rescue Services,Station 25,F,56138,38917.14
FRS,Fire and Rescue Services,Recruit Training,F,48219,0
FRS,Fire and Rescue Services,Station 3,M,56138,17999.77
FRS,Fire and Rescue Services,Station 35,M,56138,9314.34
FRS,Fire and Rescue Services,Station 17,M,54238,26878.51
FRS,Fire and Rescue Services,Field Recruits,M,54238,12200.4
FRS,Fire and Rescue Services,Field Recruits,M,52403,1692.03
FRS,Fire and Rescue Services,Tax Operations,F,83004.43,0
FRS,Fire and Rescue Services,Fleet Operations,M,85909.59,3243.97
FRS,Fire and Rescue Services,Fleet Operations,M,75170.88,2814.24
FRS,Fire and Rescue Services,Training,M,105986.39,0
FRS,Fire and Rescue Services,Training,F,95892.44,0
FRS,Fire and Rescue Services,Internal Affairs,M,123419.93,0
FRS,Fire and Rescue Services,Station 25,M,56138,2300.14
FRS,Fire and Rescue Services,Information Technology,M,104856.67,0
FRS,Fire and Rescue Services,Fleet Operations,M,122750.4,0
FRS,Fire and Rescue Services,Information Technology,M,101259.5,0
FRS,Fire and Rescue Services,Station 6,M,54238,8110.13
FRS,Fire and Rescue Services,Station 25,M,54238,1045.66
FRS,Fire and Rescue Services,Station 25,M,52403,1392
FRS,Fire and Rescue Services,Field Recruits,M,54238,4436.07
FRS,Fire and Rescue Services,Recruit Training,M,48219,276.5
FRS,Fire and Rescue Services,Recruit Training,M,48219,426.54
FRS,Fire and Rescue Services,Station 25,M,56138,22291.53
FRS,Fire and Rescue Services,Station 25,M,56138,33578.58
FRS,Fire and Rescue Services,Field Recruits,M,54238,650.84
FRS,Fire and Rescue Services,Fleet Operations,M,57658.36,1074.67
FRS,Fire and Rescue Services,Fleet Operations,M,72072.94,4385.65
FRS,Fire and Rescue Services,Station 1,M,54238,1014.53
FRS,Fire and Rescue Services,Recruit Training,M,48219,686.55
FRS,Fire and Rescue Services,Station 25,M,54238,18438.37
FRS,Fire and Rescue Services,Recruit Training,F,47089,0
FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,61638.79,2732.23
FRS,Fire and Rescue Services,Station 21,M,56138,198.95
FRS,Fire and Rescue Services,Station 25,M,56138,7463.35
FRS,Fire and Rescue Services,Station 23,M,56138,17536.15
FRS,Fire and Rescue Services,Station 12,M,56138,11320.05
FRS,Fire and Rescue Services,Station 33,M,56138,4496.23
FRS,Fire and Rescue Services,Station 32,M,56138,2526.82
FRS,Fire and Rescue Services,Station 1,M,56138,16728.67
FRS,Fire and Rescue Services,Station 35,M,56138,18132.34
FRS,Fire and Rescue Services,Station 1,M,56138,31948.73
FRS,Fire and Rescue Services,Station 23,M,54238,12264.61
FRS,Fire and Rescue Services,Station 1,M,56138,13409.5
FRS,Fire and Rescue Services,Station 24,M,56138,14467.76
FRS,Fire and Rescue Services,Field Recruits,M,52403,4311.75
FRS,Fire and Rescue Services,Station 12,M,56138,9193.99
FRS,Fire and Rescue Services,Station 4,M,56138,7989.76
FRS,Fire and Rescue Services,Station 25,M,56138,1206.39
FRS,Fire and Rescue Services,Station 32,M,56138,20125.7
FRS,Fire and Rescue Services,Station 1,M,56138,5526.68
FRS,Fire and Rescue Services,Station 12,M,56138,13411.54
FRS,Fire and Rescue Services,Station 4,M,56138,1559.76
FRS,Fire and Rescue Services,Station 4,M,56138,0
FRS,Fire and Rescue Services,Rescue 2,M,56138,4736
FRS,Fire and Rescue Services,Station 1,M,56138,11557.51
FRS,Fire and Rescue Services,Station 25,M,56138,832.58
FRS,Fire and Rescue Services,Field Recruits,M,41971,0
FRS,Fire and Rescue Services,Station 21,M,56138,7475.07
FRS,Fire and Rescue Services,Station 2,M,56138,4345.51
FRS,Fire and Rescue Services,Station 20,M,56138,1922.87
FRS,Fire and Rescue Services,Station 23,M,56138,7893.99
FRS,Fire and Rescue Services,Station 30,M,52967,4456.44
FRS,Fire and Rescue Services,Rescue 2,M,56138,8281.42
FRS,Fire and Rescue Services,Station 4,M,56138,15768.48
FRS,Fire and Rescue Services,Station 16,M,56138,12592.7
FRS,Fire and Rescue Services,Field Recruits,M,48738,0
FRS,Fire and Rescue Services,Station 21,M,56138,1114.12
FRS,Fire and Rescue Services,Station 33,M,56138,6774.55
FRS,Fire and Rescue Services,Station 23,M,56138,16193.87
FRS,Fire and Rescue Services,Station 33,M,56138,119.37
FRS,Fire and Rescue Services,Station 21,M,56138,18924.43
FRS,Fire and Rescue Services,Station 30,M,56138,12144.64
FRS,Fire and Rescue Services,Station 33,M,56138,10536.02
FRS,Fire and Rescue Services,Station 8,M,56138,18251.21
FRS,Fire and Rescue Services,Station 23,M,56138,6241.55
FRS,Fire and Rescue Services,Station 18,M,56138,52732.56
FRS,Fire and Rescue Services,Station 12,M,56138,22872.04
FRS,Fire and Rescue Services,Station 25,M,56138,1108.71
FRS,Fire and Rescue Services,Station 2,M,56138,20240.27
FRS,Fire and Rescue Services,Station 12,M,56138,24292.9
FRS,Fire and Rescue Services,Station 6,M,56138,5000.01
FRS,Fire and Rescue Services,Station 21,M,56138,16809.05
FRS,Fire and Rescue Services,Station 24,M,56138,3621.62
FRS,Fire and Rescue Services,Station 32,M,56138,11340.14
FRS,Fire and Rescue Services,Station 2,M,56138,3055.84
FRS,Fire and Rescue Services,Station 2,M,56138,11620.43
FRS,Fire and Rescue Services,Station 28,M,56138,0
FRS,Fire and Rescue Services,Station 5,M,56138,1955.94
FRS,Fire and Rescue Services,Station 23,M,56138,12963.49
FRS,Fire and Rescue Services,Station 11,M,56138,28409.82
FRS,Fire and Rescue Services,Station 12,M,56138,27570.93
FRS,Fire and Rescue Services,Station 22,M,56138,12198.93
FRS,Fire and Rescue Services,Station 32,M,56138,0
FRS,Fire and Rescue Services,Station 5,M,56138,9648.64
FRS,Fire and Rescue Services,Station 1,M,56138,16662.85
FRS,Fire and Rescue Services,DS MCDC Central Processing Unit,M,53464,3830.26
FRS,Fire and Rescue Services,Emergency Medical Services,M,78972.8,0
FRS,Fire and Rescue Services,Fleet Operations,M,61537.26,3906.99
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,F,48219,0
FRS,Fire and Rescue Services,Information Technology,M,96864.2,0
FRS,Fire and Rescue Services,Field Recruits,M,48738,21.97
FRS,Fire and Rescue Services,Station 35,M,54238,8788.45
FRS,Fire and Rescue Services,Rescue 2,M,54238,2788.46
FRS,Fire and Rescue Services,Field Recruits,M,54238,1709.95
FRS,Fire and Rescue Services,Rescue 2,M,54238,281
FRS,Fire and Rescue Services,Station 12,M,54238,6750.71
FRS,Fire and Rescue Services,Station 32,F,54238,7181.79
FRS,Fire and Rescue Services,Station 8,M,54238,27489.85
FRS,Fire and Rescue Services,Station 25,M,54238,11645.27
FRS,Fire and Rescue Services,Station 25,M,54238,11031.34
FRS,Fire and Rescue Services,Station 34,M,54238,3853.93
FRS,Fire and Rescue Services,Station 25,M,54238,20791.26
FRS,Fire and Rescue Services,Station 12,M,54238,4139.66
FRS,Fire and Rescue Services,Station 7,M,54238,7282.89
FRS,Fire and Rescue Services,Station 32,M,54238,4590.45
FRS,Fire and Rescue Services,Field Recruits,M,48738,0
FRS,Fire and Rescue Services,Field Recruits,M,54238,3928.39
FRS,Fire and Rescue Services,Station 25,F,54238,1528.1
FRS,Fire and Rescue Services,Field Recruits,M,54238,1984.62
FRS,Fire and Rescue Services,Station 10,M,54238,7526.06
FRS,Fire and Rescue Services,Station 25,F,54238,3550.67
FRS,Fire and Rescue Services,Station 28,M,54238,9481.45
FRS,Fire and Rescue Services,Station 10,M,54238,5792.64
FRS,Fire and Rescue Services,Station 25,M,54238,5044.86
FRS,Fire and Rescue Services,Station 25,M,54238,12976.41
FRS,Fire and Rescue Services,Station 32,M,54238,9040.37
FRS,Fire and Rescue Services,Field Recruits,M,54238,4142.54
FRS,Fire and Rescue Services,Community Outreach Section,M,104592.56,0
FRS,Fire and Rescue Services,Field Recruits,M,54238,12470.41
FRS,Fire and Rescue Services,Field Recruits,M,54238,46.14
FRS,Fire and Rescue Services,Field Recruits,M,54238,6471.24
FRS,Fire and Rescue Services,Field Recruits,M,54238,14424.59
FRS,Fire and Rescue Services,Field Recruits,M,54238,3471.25
FRS,Fire and Rescue Services,Field Recruits,M,54238,1845.29
FRS,Fire and Rescue Services,Field Recruits,M,54238,7733.01
FRS,Fire and Rescue Services,Field Recruits,M,54238,461.33
FRS,Fire and Rescue Services,Field Recruits,M,54238,76.89
FRS,Fire and Rescue Services,Field Recruits,M,54238,4123.47
FRS,Fire and Rescue Services,Field Recruits,M,54238,4986.86
FRS,Fire and Rescue Services,Field Recruits,M,54238,6706.04
FRS,Fire and Rescue Services,Field Recruits,M,54238,16453.2
FRS,Fire and Rescue Services,Field Recruits,M,54238,353.68
FRS,Fire and Rescue Services,Field Recruits,M,54238,3941.95
FRS,Fire and Rescue Services,Field Recruits,M,54238,6133.74
FRS,Fire and Rescue Services,Field Recruits,M,54238,7023.1
FRS,Fire and Rescue Services,Field Recruits,M,54238,6015.85
FRS,Fire and Rescue Services,Field Recruits,M,54238,6640.97
FRS,Fire and Rescue Services,Field Recruits,M,54238,7184.64
FRS,Fire and Rescue Services,Field Recruits,M,47089,0
FRS,Fire and Rescue Services,Field Recruits,M,54238,14130.22
FRS,Fire and Rescue Services,Field Recruits,M,54238,547.38
FRS,Fire and Rescue Services,Field Recruits,M,54238,8300.13
FRS,Fire and Rescue Services,Field Recruits,M,54238,7421.31
FRS,Fire and Rescue Services,Field Recruits,M,54238,5738.24
FRS,Fire and Rescue Services,Field Recruits,M,54238,1784.39
FRS,Fire and Rescue Services,Training,F,101966.24,8616.71
FRS,Fire and Rescue Services,Recruit Training,M,48219,277.97
FRS,Fire and Rescue Services,Recruit Training,M,39444,0
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,F,48219,115.24
FRS,Fire and Rescue Services,Internal Affairs,M,90674.07,0
FRS,Fire and Rescue Services,Community Outreach Section,M,88671.66,0
FRS,Fire and Rescue Services,Field Recruits,M,52403,183.95
FRS,Fire and Rescue Services,Field Recruits,M,52403,1590.17
FRS,Fire and Rescue Services,Field Recruits,M,52403,3380.02
FRS,Fire and Rescue Services,Field Recruits,M,52403,127.35
FRS,Fire and Rescue Services,Field Recruits,M,52403,2569.08
FRS,Fire and Rescue Services,Field Recruits,M,47089,84.9
FRS,Fire and Rescue Services,Recruit Training,F,52403,911.47
FRS,Fire and Rescue Services,Field Recruits,M,52403,5053.76
FRS,Fire and Rescue Services,Field Recruits,M,52403,3709.28
FRS,Fire and Rescue Services,Field Recruits,M,52403,3466.06
FRS,Fire and Rescue Services,Field Recruits,M,48219,14313.52
FRS,Fire and Rescue Services,Field Recruits,M,48219,113.2
FRS,Fire and Rescue Services,Field Recruits,M,52403,2733.28
FRS,Fire and Rescue Services,Field Recruits,M,52403,3361.66
FRS,Fire and Rescue Services,Field Recruits,F,52403,12011.2
FRS,Fire and Rescue Services,Field Recruits,M,52403,297.15
FRS,Fire and Rescue Services,Field Recruits,M,52403,358.4
FRS,Fire and Rescue Services,Field Recruits,M,52403,3618.86
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Field Recruits,M,47089,0
FRS,Fire and Rescue Services,Field Recruits,M,48219,438.64
FRS,Fire and Rescue Services,Fleet Operations,M,67040.16,890.85
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,341.64
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,433.61
FRS,Fire and Rescue Services,Recruit Training,F,48219,693.28
FRS,Fire and Rescue Services,Recruit Training,M,48219,101.09
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Fleet Operations,M,55681.5,2651.09
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,398.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,F,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,F,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,F,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,181.18
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,101.09
FRS,Fire and Rescue Services,Recruit Training,M,48219,129.39
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.24
FRS,Fire and Rescue Services,Recruit Training,M,48219,105.23
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,F,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,48219,90.25
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,151.89
FRS,Fire and Rescue Services,Recruit Training,M,48219,1629.25
FRS,Fire and Rescue Services,Recruit Training,M,48219,86.94
FRS,Fire and Rescue Services,Recruit Training,M,47089,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,115.92
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Emergency Medical Services,F,54192.5,0
FRS,Fire and Rescue Services,Fleet Operations,M,72628.87,2753.43
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,F,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,0
FRS,Fire and Rescue Services,Recruit Training,M,48219,127.35
